customer_id,email_hash,first_seen_at,acquisition_channel,country,signup_source
CUST_00042,00be198af31677a644d5b7c487be95d1,2024-01-22 00:00:00,Paid Social,US,Web
CUST_00043,45330fafcdba5a56cdebe988e433e90b,2024-03-13 00:00:00,Email,US,Web
CUST_00044,57d63871214911a9fa68a81d64269cb7,2024-02-02 00:00:00,Organic,US,Web
CUST_00045,afaa4bd63617358a5c3d7c4529b48516,2025-05-12 00:00:00,Search,US,Android
CUST_00046,851142dd743a704be12e32f0a01b0737,2025-08-07 00:00:00,Paid Social,US,Web
CUST_00047,e6657af863f3227f0357c27460f546a8,2025-02-20 00:00:00,Search,US,Web
CUST_00048,b9727eb9781b1577955464ea460cb2bb,2025-03-09 00:00:00,Paid Social,DE,Web
CUST_00049,68aa1c3adf208b394dbb53f94324c38c,2024-04-10 00:00:00,Search,GB,Android
CUST_00050,1a3f17553eae143a73e87387751d0868,2024-04-21 00:00:00,Search,US,Web
CUST_00051,0acaf0694bb9f92d71520d98596fb418,2025-03-08 00:00:00,Search,BR,Android
CUST_00052,844fb2a9eb442a6e9cb45dd0d498d830,2024-03-18 00:00:00,Paid Social,DE,iOS
CUST_00053,84e078f46ec7acfc05a3005d65496406,2024-02-21 00:00:00,Email,BR,Web
CUST_00054,866c318400483d3343df49cdf550bc1f,2024-04-05 00:00:00,Direct,DE,Web
CUST_00055,64ceed6d13c1333dbb6f2b1909cf9828,2025-05-12 00:00:00,Paid Social,DE,Android
CUST_00056,82c1deeef886ab0fb81c65db5db18e0a,2024-06-17 00:00:00,Paid Social,FR,Web
CUST_00057,6f41c8b829d3f6f2cadb35c03c5072cc,2025-04-10 00:00:00,Search,GB,iOS
CUST_00058,1c30901dd4b333331f0251fdba9ee5d2,2025-07-23 00:00:00,Email,BR,Web
CUST_00059,bfb5c6458bd350ca608d7d6f1a97e7fb,2024-08-10 00:00:00,Direct,BR,iOS
CUST_00060,1eeea9b08925b3e1b7a1b651c3bfbda4,2024-11-17 00:00:00,Search,BR,iOS
CUST_00061,a5475d14d04b325e13d7b98b3a806618,2025-06-27 00:00:00,Search,FR,Web
CUST_00062,9d69541b6ebcbb32755fae03a4dd6b37,2024-07-09 00:00:00,Search,US,Android
CUST_00063,59cb95b42cc0c546095f6eec6c2525dc,2025-02-17 00:00:00,Search,DE,Web
CUST_00064,aa6c26c7d3adeda44512e34d9419c653,2025-08-31 00:00:00,Search,US,iOS
CUST_00065,14842932907b15d036bda7116554a874,2025-08-01 00:00:00,Paid Social,FR,Web
CUST_00066,c1b95df2b8fe9a24c1d3343d486b18e5,2024-11-17 00:00:00,Search,US,iOS
CUST_00067,0d769a87a72f667355cfbbb34697b979,2024-11-03 00:00:00,Paid Social,FR,Android
CUST_00068,2bc0b866e0b5676fedd6c367d6fed5a0,2024-01-10 00:00:00,Paid Social,FR,Android
CUST_00069,d4aa82d5addae95fd4392abfff4f63ca,2024-03-16 00:00:00,Paid Social,BR,Web
CUST_00070,967050dee0a3882529405c0e2f1ceb40,2024-12-23 00:00:00,Organic,DE,Web
CUST_00071,47bae65b41571b7f0425a31dbdea6ebf,2024-06-10 00:00:00,Paid Social,BR,Web
CUST_00072,978afbfe28f44c51f9e0e5d0dab594b2,2025-06-25 00:00:00,Search,DE,Web
CUST_00073,7355d1e11c9ebfd6b2489c2d4197a116,2024-04-16 00:00:00,Direct,US,Web
CUST_00074,505a7a82c679c0eb4a1b1d7372fb3dc2,2024-04-19 00:00:00,Email,US,Web
CUST_00075,ce144ca4db66891a9d17e65b44ade885,2024-08-03 00:00:00,Email,US,iOS
CUST_00076,ab0f66e57ab1941b677127f796de6c49,2024-09-27 00:00:00,Paid Social,US,Android
CUST_00077,f4e3e91bcf5bdeaf67a157d4be9c4aa6,2024-02-22 00:00:00,Search,BR,Web
CUST_00078,334a61779aae97a688a1d2c32c98874d,2024-01-04 00:00:00,Paid Social,US,Android
CUST_00079,90245b4aa0138f02eb7a5ce2a1ab2737,2024-06-14 00:00:00,Email,BR,Web
CUST_00080,3cc09e5e87f6a32bd80750a44b9f0088,2024-01-10 00:00:00,Search,FR,iOS
CUST_00081,8d3115272d13b7b6acb840ef67a2b6b4,2024-06-01 00:00:00,Paid Social,DE,iOS
CUST_00082,5bb4ad2b0f6843b41cff7ce938ce9280,2024-05-31 00:00:00,Paid Social,US,Web
CUST_00083,bd92aade01cec5ec77f1b42813580769,2024-02-10 00:00:00,Organic,US,Web
CUST_00084,7cd10d5217fd5e5b201d8674c5cbb4e6,2024-04-15 00:00:00,Paid Social,BR,Android
CUST_00085,50662e1e9b91ac2c88d50248f5d4c072,2025-09-27 00:00:00,Email,FR,Web
CUST_00086,750dca524294620fb7016a2ece2633cd,2024-06-15 00:00:00,Direct,DE,Android
CUST_00087,474e36e4584f4f4db37671834d03e616,2024-01-26 00:00:00,Search,FR,iOS
CUST_00088,e4d757f720a08e7b9b0ca29f6b1e2c75,2025-02-25 00:00:00,Organic,DE,Android
CUST_00089,ae2247b5a87a5db97f45995562c5d1ce,2024-09-30 00:00:00,Search,GB,Web
CUST_00090,f5fe6fb24e78cb6816b8a7ed7c8adee0,2024-02-09 00:00:00,Organic,US,Android
CUST_00091,48b883e5993dd22fb9e804c5d9cc9309,2025-04-16 00:00:00,Paid Social,DE,Android
CUST_00092,6057fca1357d5447e4753f4aa411dc4d,2024-08-16 00:00:00,Search,US,Web
CUST_00093,7e30e321538388237d07ddc3034292f5,2024-03-12 00:00:00,Direct,US,iOS
CUST_00094,907bc1993f011ca17749f207bb63a558,2025-02-13 00:00:00,Email,DE,Web
CUST_00095,7ff62bf6f675d7b8248aa75f7dc1c26e,2024-01-29 00:00:00,Search,FR,Web
CUST_00096,46ca18335bdbc8674b797c8ffa990734,2024-09-28 00:00:00,Search,BR,Web
CUST_00097,87a42cb31c2fad405713adb9c4723fbc,2024-11-17 00:00:00,Paid Social,FR,Web
CUST_00098,c257536774c6740b51710e06209b47bb,2025-08-13 00:00:00,Search,US,Web
CUST_00099,91fbc8311d42bc15f4c0452cef10da63,2025-06-16 00:00:00,Direct,BR,iOS
CUST_00100,f174a74e056c385cb78639c8b4406aa1,2024-07-20 00:00:00,Paid Social,US,iOS
CUST_00101,b273acb44b0d0672763c586202a5fa66,2024-12-04 00:00:00,Paid Social,GB,Web
CUST_00102,6c91de1c648d7db8716d913312b65997,2024-11-03 00:00:00,Paid Social,GB,Web
CUST_00103,d9079e3849d371c67c9d2731226858b7,2024-10-29 00:00:00,Paid Social,US,iOS
CUST_00104,5347ebb09ff94cb0feb2909a775abadd,2025-01-23 00:00:00,Email,FR,iOS
CUST_00105,3c3c5111267c5ac6076cb32eaaf1a8c8,2024-11-04 00:00:00,Paid Social,DE,Web
CUST_00106,6aed5f58cee1b14318d7ef54c2312b3e,2024-08-03 00:00:00,Paid Social,BR,iOS
CUST_00107,95797c61a9b158c1a52f075bde7405fe,2025-04-21 00:00:00,Paid Social,GB,iOS
CUST_00108,1a44c4aa8124c85e8c161eeb331fb7d1,2024-06-22 00:00:00,Email,US,iOS
CUST_00109,efc1dee769e311e0e60e7f464399a308,2025-09-26 00:00:00,Paid Social,DE,iOS
CUST_00110,aa3bc49a112888b30a655b08acc4fa89,2024-11-13 00:00:00,Search,US,Web
CUST_00111,956ab9f3dbbb9d21ab88919f52f2d8ec,2024-09-07 00:00:00,Direct,GB,iOS
CUST_00112,a750d3021f214fdc44703502fda654b5,2025-04-11 00:00:00,Paid Social,GB,Web
CUST_00113,4323d0e31d4a9bb821ad5ab4f9d60d9d,2025-01-28 00:00:00,Paid Social,US,iOS
CUST_00114,6f8219e7d4fda13ac6045182583d4379,2024-01-06 00:00:00,Organic,DE,Android
CUST_00115,b8ded54cbf9caadc9d465c4aa635f901,2025-03-11 00:00:00,Search,DE,iOS
CUST_00116,660dffc6bf6a707c33e9a4ddaf4056da,2025-04-20 00:00:00,Search,US,Android
CUST_00117,ce3f0e1bfc533a5f29a818299a99b0d7,2025-04-12 00:00:00,Search,BR,iOS
CUST_00118,1896a5e850cd906d39aac1bf3dd463b2,2025-07-26 00:00:00,Paid Social,FR,Android
CUST_00119,f5c5a411cb15c0b2c50504ea8dba9836,2025-09-19 00:00:00,Organic,DE,Web
CUST_00120,e7598b2c46643aa2999f51b42eff9327,2025-07-15 00:00:00,Paid Social,US,Android
CUST_00121,782bb395be51ac3d076b720d3607951d,2025-04-05 00:00:00,Search,US,iOS
CUST_00122,bf68f2d9c69b355c7baf7ac0dce802ca,2025-06-17 00:00:00,Paid Social,US,Web
CUST_00123,ad8a17e62c4e4c8ec7565f41cfcef425,2024-10-19 00:00:00,Search,US,Android
CUST_00124,0ceb1d74c0cc05c498cc76821f6a98ba,2024-03-23 00:00:00,Search,US,iOS
CUST_00125,9071ec1250a0b4ce4150eba806659202,2024-08-07 00:00:00,Search,BR,iOS
CUST_00126,ca231039a4848073942261f6edd77e17,2025-03-01 00:00:00,Search,DE,Web
CUST_00127,c52b2c81156c49da42442c14ad894f1f,2025-08-21 00:00:00,Direct,US,Android
CUST_00128,cdee392503be95da7e14aab00a5c8fd9,2025-08-12 00:00:00,Paid Social,US,Web
CUST_00129,09e89b81b503c7e1ed00f4a8053a9f35,2025-02-03 00:00:00,Organic,FR,Web
CUST_00130,ef7e4b952fe7b7556f386834c884563b,2025-07-13 00:00:00,Email,DE,Web
CUST_00131,a9418fdd87dc63f508ef189c57e13166,2024-10-06 00:00:00,Paid Social,US,Web
CUST_00132,474a9d780a209b042459c39ab7f1a451,2025-02-18 00:00:00,Email,DE,Android
CUST_00133,67fbefae4c3aab095172acadc2937d1e,2025-09-29 00:00:00,Paid Social,FR,iOS
CUST_00134,55efbfe2a982ee92588a7e84db17a293,2024-01-28 00:00:00,Search,BR,Android
CUST_00135,8db07dd66fc92a368ffebac8b71de241,2024-07-05 00:00:00,Search,US,Web
CUST_00136,a7fe309abef94cd9440fc81dd0ad523e,2024-11-30 00:00:00,Paid Social,DE,Web
CUST_00137,296148ec2340a1e2cc55c5be83194864,2025-03-07 00:00:00,Search,US,Web
CUST_00138,a7a4c8fd7f55999acd3f696d7d4065a8,2025-07-06 00:00:00,Search,FR,Web
CUST_00139,427d0bd90337bde17927b0c55e3425bd,2024-03-11 00:00:00,Email,GB,iOS
CUST_00140,1dd55356c43d457d4a531fd3a67ae466,2024-09-10 00:00:00,Search,US,Web
CUST_00141,915cbd92a9972e120c52e194be827d72,2024-05-09 00:00:00,Paid Social,US,Android
CUST_00142,2783aa5f79326c9a2af049793d49ea1c,2025-04-21 00:00:00,Email,DE,Web
CUST_00143,94221ba34a54b9bd93b7b5992c8f9a59,2025-09-13 00:00:00,Direct,GB,iOS
CUST_00144,8e0bbecaa12e75767975dd98b50bcf36,2024-06-16 00:00:00,Direct,US,Web
CUST_00145,e918d0b6440691fc328376613d9db7b3,2024-11-15 00:00:00,Paid Social,FR,Web
CUST_00146,7bdf8ae0896aea9507b6702a277c9ea9,2024-07-22 00:00:00,Search,GB,iOS
CUST_00147,e8ffd0d0502427e9f6fc40dd6420e85b,2024-04-14 00:00:00,Email,US,iOS
CUST_00148,fddef29cc2f087c48ef51893a591893c,2024-05-03 00:00:00,Email,BR,Web
CUST_00149,aff325ed8282ec8bb998e6e0f7122560,2025-06-29 00:00:00,Paid Social,US,iOS
CUST_00150,7133dea4022f059d32c597574b9377f4,2024-12-15 00:00:00,Search,BR,Web
CUST_00151,b5c702fbff1d4e8541dfb04459f9f927,2025-03-19 00:00:00,Direct,GB,Android
CUST_00152,2f7fdee4039cdce25280b27f2a7f6080,2024-06-05 00:00:00,Paid Social,GB,Android
CUST_00153,b5153cae0a78f692d63c32ab312cc911,2024-10-03 00:00:00,Paid Social,FR,iOS
CUST_00154,0f991ba6358a7ab34fa6c21f77aa40f4,2025-04-21 00:00:00,Paid Social,GB,Web
CUST_00155,ac5ccdfe113c51cbbeccf536c8d2bc08,2024-09-08 00:00:00,Organic,US,Android
CUST_00156,60ae58f5f2cb5b49c59e0345804d877a,2024-09-06 00:00:00,Email,BR,iOS
CUST_00157,446da4fb9e39bbaf5033cadf4aca48a4,2024-12-10 00:00:00,Search,DE,Web
CUST_00158,da25ae9fa1e410487cc5eb7280fb8f9c,2024-08-05 00:00:00,Paid Social,US,Web
CUST_00159,f0dda8bb4ceb36ea8c1ad29bc99c037d,2025-09-02 00:00:00,Email,US,Web
CUST_00160,eeee87d3751442091b81110632e12e19,2024-07-14 00:00:00,Search,GB,Web
CUST_00161,62c4cd0afa270979dee6fa789497c02c,2024-09-03 00:00:00,Email,GB,Web
CUST_00162,f1a3fa2b19f6197c28966b549b237499,2024-01-18 00:00:00,Search,US,iOS
CUST_00163,4c7c2c2078311318b9afb3be4842f5c0,2024-11-09 00:00:00,Email,US,iOS
CUST_00164,044ae326f277086a90a355423201562d,2024-12-18 00:00:00,Paid Social,GB,Web
CUST_00165,360c79a8eb03fce8a3021eeed1f55d5a,2025-04-09 00:00:00,Search,US,Web
CUST_00166,4da5ed1923727b63afd71fa58309d4b9,2024-07-16 00:00:00,Paid Social,GB,Android
CUST_00167,e73365195de30b0304b9dd93779028f9,2024-07-08 00:00:00,Search,GB,Web
CUST_00168,b6889bc9a34d9f0e1b06c9d1c0a02590,2025-08-26 00:00:00,Direct,BR,Web
CUST_00169,34a1088a920300be6410abaa5fe5ac2c,2024-04-12 00:00:00,Organic,US,Web
CUST_00170,f58a8aad312536ead542b093f33620a6,2024-11-05 00:00:00,Search,BR,Web
CUST_00171,47f0ebfd3422621b7ba7971c6890cdb8,2024-02-25 00:00:00,Paid Social,GB,Web
CUST_00172,a8de45e4abb46ec84655b7b16fd36b30,2025-05-17 00:00:00,Search,US,Web
CUST_00173,4b06ab1d99179f3be1940d3761316722,2025-05-05 00:00:00,Paid Social,US,Web
CUST_00174,95c8863527a7087992b9b375bec428a6,2025-05-04 00:00:00,Search,US,Web
CUST_00175,70976992b10722bb3c33c9fa05e94baa,2025-08-13 00:00:00,Paid Social,US,Web
CUST_00176,441b7847b08dfbd85168c220b02ead14,2025-07-30 00:00:00,Direct,US,Web
CUST_00177,7a330d528765058b6687580e67d2f2d4,2025-07-25 00:00:00,Email,GB,iOS
CUST_00178,122bb63378906b3307eaa71665f88005,2024-08-19 00:00:00,Email,US,Android
CUST_00179,fb09b32ab8f74401ce272619b99934c1,2024-10-31 00:00:00,Organic,FR,Web
CUST_00180,f3157643b8f12429179a56c29af4b86c,2025-09-27 00:00:00,Search,FR,Web
CUST_00181,28ec137324fd1f75bb6117c77771f9a6,2024-07-31 00:00:00,Paid Social,US,Web
CUST_00182,dc3887594362e6a0f6d1bd4b3476e8a0,2024-09-02 00:00:00,Search,US,Web
CUST_00183,fb4561a70ada9ac6b9e6a8c4981db5a8,2025-04-06 00:00:00,Email,BR,Web
CUST_00184,a64f022c9ec56e0bdd5ef5e08b40d6e2,2024-10-22 00:00:00,Email,GB,Web
CUST_00185,4d6a8a289d8cbc8605d5e9cea00afd39,2024-08-27 00:00:00,Direct,DE,iOS
CUST_00186,341eca12fbf2f0f65631e947eb36f336,2024-07-21 00:00:00,Paid Social,BR,iOS
CUST_00187,10f30c8f5695f95b14c20046b2d4b4b8,2024-09-29 00:00:00,Organic,US,Web
CUST_00188,96c37e26e963f7305f9c310ba47d4663,2024-11-10 00:00:00,Paid Social,DE,Android
CUST_00189,c0ea83945dc564765ff5b526849e0b3a,2025-03-25 00:00:00,Search,GB,iOS
CUST_00190,17f617032b340c69a750e9c8fb77aee1,2024-10-05 00:00:00,Paid Social,BR,Web
CUST_00191,b4a10ca00fbb79c6352ca33cc8ea8027,2024-02-10 00:00:00,Organic,GB,iOS
CUST_00192,2870960af0acf366e1a97847a79688cc,2024-01-27 00:00:00,Search,FR,Android
CUST_00193,67067962090f0be108b53b8fcad4913c,2025-08-12 00:00:00,Paid Social,US,iOS
CUST_00194,85327535dd163ed468284b65ae636d97,2024-10-02 00:00:00,Paid Social,DE,Web
CUST_00195,c72ff8ac8414eb9b9344b090d6268185,2025-06-15 00:00:00,Email,FR,Web
CUST_00196,3047d257f67f9bba19d886e214b3219c,2025-08-22 00:00:00,Paid Social,DE,Android
CUST_00197,d8bc79c358393716079f3418be924862,2025-04-26 00:00:00,Paid Social,US,iOS
CUST_00198,e99c22a333419e18dd327a38c49476fa,2024-06-13 00:00:00,Paid Social,GB,Web
CUST_00199,426b2c095bf239ca620732572702a02b,2025-02-14 00:00:00,Organic,BR,Web
CUST_00200,abf5fc39d72dd311970755c11aace5b1,2024-11-18 00:00:00,Search,US,iOS
CUST_00201,2687a23741743de467e707ebdf60abe4,2025-06-10 00:00:00,Organic,US,Android
CUST_00202,035924f37cbc915445fa626fa533d373,2025-04-18 00:00:00,Paid Social,US,Web
CUST_00203,594e542b40f4ba451226cb75f53464e7,2025-05-25 00:00:00,Paid Social,DE,Web
CUST_00204,23c60f438a11edb40cf765a3df141441,2025-07-16 00:00:00,Search,US,Android
CUST_00205,45d053e306f20daf7d71fecae86a9b11,2025-05-11 00:00:00,Search,FR,iOS
CUST_00206,464636fac62ec4e7cf84ed1b5fcfa572,2024-09-02 00:00:00,Email,US,Web
CUST_00207,37f064d183920976427f0165dfc7f144,2025-02-21 00:00:00,Search,FR,Android
CUST_00208,3c64374d94c5c837e02a8e44245192b7,2025-04-17 00:00:00,Direct,GB,Web
CUST_00209,0f6553f75d493a9a212fb3b30e588bae,2024-10-25 00:00:00,Paid Social,US,Android
CUST_00210,cdec6293b36b0a79dc6bad3f32c1cb64,2025-04-28 00:00:00,Search,BR,Web
CUST_00211,fa2a271c5acb53c532334e0bd89959a8,2025-09-05 00:00:00,Paid Social,DE,Android
CUST_00212,608e313391a09ecd3c9abd06b22e7ace,2024-10-09 00:00:00,Email,DE,Web
CUST_00213,8d41896fc69d5882b5b87a70135cb84a,2025-06-03 00:00:00,Search,US,iOS
CUST_00214,e51f801ca7109ed9b3b3bd9c91cca747,2025-08-24 00:00:00,Paid Social,GB,Android
CUST_00215,a0bd3a657d54788cef07d0b58fca8be3,2025-04-02 00:00:00,Paid Social,US,iOS
CUST_00216,362beafcf84f11493bfb0015dabb901f,2025-07-10 00:00:00,Paid Social,FR,Android
CUST_00217,fdfaef3b3b814b0bbf83b5366cb381fe,2024-09-01 00:00:00,Paid Social,US,iOS
CUST_00218,fd0bb1c54baf503bfe2029143cccb44c,2024-02-14 00:00:00,Paid Social,BR,Android
CUST_00219,706bef12e9671342cfff021e6aef0598,2025-01-25 00:00:00,Paid Social,GB,Android
CUST_00220,f087dac68e5d7e201ec00cd51c217367,2024-06-04 00:00:00,Paid Social,US,iOS
CUST_00221,f8f45e058f78a21619a891e3d829cc12,2025-08-27 00:00:00,Paid Social,US,Android
CUST_00222,f888b08a10e562aa4e901cb41292f1e3,2024-04-12 00:00:00,Paid Social,BR,iOS
CUST_00223,9e10747a0688915d8b901c27b7ebf7e1,2025-02-23 00:00:00,Organic,FR,Web
CUST_00224,711b610152807eea58cb7d7de7bc935d,2024-09-28 00:00:00,Paid Social,GB,iOS
CUST_00225,c09655554c28ff7642d30314721d42c3,2024-12-02 00:00:00,Organic,DE,Web
CUST_00226,ed085fcdf1c1584631278d65d5483ba2,2024-11-20 00:00:00,Paid Social,DE,Web
CUST_00227,5507c389cbb51e43c89b1f1f66bec80c,2025-07-08 00:00:00,Search,US,iOS
CUST_00228,f324f7505cf91cf0e6197c06b6bcfcd7,2024-10-21 00:00:00,Direct,GB,Web
CUST_00229,c1da5687dfa32ca624d82eab52368352,2024-04-10 00:00:00,Email,GB,Web
CUST_00230,f950bc15a2bb2feac013200647f27124,2024-06-19 00:00:00,Email,FR,Web
CUST_00231,9fd0b340dbe039ec9a2599641fe03d62,2024-02-27 00:00:00,Search,US,Web
CUST_00232,cb82487f95e65ce521ee0e9c63c71ed8,2025-06-27 00:00:00,Paid Social,GB,Web
CUST_00233,839185f47d93398a550479290c3c3093,2024-06-28 00:00:00,Search,DE,iOS
CUST_00234,671221900fdee5774fa44c3f63544f56,2024-09-03 00:00:00,Paid Social,BR,Web
CUST_00235,f25ed0228c2eeccab9a1763fe44bc0ff,2024-09-17 00:00:00,Paid Social,GB,Android
CUST_00236,d56744c59cc3d0f5f259adeff2c2d1f4,2025-04-21 00:00:00,Direct,GB,Web
CUST_00237,e3efaac5cd4c658fe58ea6382f734ebf,2025-03-28 00:00:00,Direct,FR,Web
CUST_00238,9318952920c03255e7b3eade453aefaa,2025-03-10 00:00:00,Email,BR,Web
CUST_00239,9727370e555db3c1a078c5c547bd5b9c,2025-01-28 00:00:00,Organic,US,Web
CUST_00240,442ed25c19468ea70c7a1831a23b2afa,2025-01-02 00:00:00,Paid Social,FR,Web
CUST_00241,4b8bfcb6d683ac772aca086fc2f3bc66,2025-02-09 00:00:00,Search,BR,iOS
CUST_00242,c0d152c9bc4a7118ec78e50c05b731b7,2024-02-20 00:00:00,Direct,GB,Android
CUST_00243,186e57afd5f5ccc5c6bb5ea90118154f,2024-10-20 00:00:00,Email,US,Android
CUST_00244,9b782015d107e014f7c2abb6fae94346,2024-08-12 00:00:00,Paid Social,GB,iOS
CUST_00245,bfbbaf3ce099e6bd7ac5efd7a25838a3,2024-05-20 00:00:00,Paid Social,FR,iOS
CUST_00246,0a7a1b2737fa79613eff9eabcf76fea6,2024-11-12 00:00:00,Email,US,Web
CUST_00247,86b87e937fa403449af2c30671328485,2024-05-14 00:00:00,Search,US,iOS
CUST_00248,6fda6ff640a6e3aa8aa3e08a3e29797d,2024-06-28 00:00:00,Search,DE,Android
CUST_00249,47eb66a68c3f5ba12c6399aef9717d14,2025-01-09 00:00:00,Paid Social,FR,Android
CUST_00250,06d2f28d9a908d8db285469e3e9fc85f,2024-09-20 00:00:00,Direct,FR,Android
CUST_00251,49bd2d5728c2491934c55a43ce28bfb3,2024-10-29 00:00:00,Email,US,Web
CUST_00252,50c2e2bb527d5b4daebd73ad2a3517c5,2024-03-18 00:00:00,Search,FR,Android
CUST_00253,1ad13f9869a53218ea6e6b5d4e04b537,2025-02-10 00:00:00,Direct,DE,Web
CUST_00254,c1e62038a65da752776b2affccc033cd,2025-02-08 00:00:00,Search,BR,Web
CUST_00255,05aa146a87f7544f06b112157e449591,2024-09-25 00:00:00,Paid Social,DE,Android
CUST_00256,2fd01433a81eb515aeaefad2375b35cc,2024-04-20 00:00:00,Email,BR,iOS
CUST_00257,9ed18f656f57b7ddb92f77b367a7b993,2025-07-28 00:00:00,Paid Social,GB,iOS
CUST_00258,f1a27435ef44ad1245db059e0e815575,2025-04-20 00:00:00,Direct,US,Web
CUST_00259,7bff27a4aed1fd23c93069796a192604,2024-05-23 00:00:00,Search,US,Android
CUST_00260,9226499438380d76531f313caf810727,2024-04-28 00:00:00,Search,DE,Web
CUST_00261,5d833d83e20f34df6b3faa40b441e83f,2025-04-09 00:00:00,Paid Social,FR,iOS
CUST_00262,338382664ce8403caf49f22eae6ad6d2,2025-07-07 00:00:00,Paid Social,GB,Web
CUST_00263,9c596ea016f3ab35d31de2cb09693979,2025-02-28 00:00:00,Email,DE,iOS
CUST_00264,5bf8f5121b159a8a60cd2b3c3dc87e13,2024-10-13 00:00:00,Search,US,Web
CUST_00265,22d9d75d9a7f88631c06bc3943d19e14,2024-08-29 00:00:00,Organic,US,iOS
CUST_00266,60ae158c974f367e09461ba6e111d341,2025-07-11 00:00:00,Direct,GB,Web
CUST_00267,44f2a5fd632c8697729eb4c09367d6f5,2024-10-09 00:00:00,Search,US,Android
