order_item_id,order_id,product_id,category,quantity,unit_price
ITEM_0000245,ORD_000163,PROD_BOO_774,Books,2,20.89
ITEM_0000246,ORD_000164,PROD_ELE_892,Electronics,1,228.99
ITEM_0000247,ORD_000165,PROD_HOM_290,Home,1,45.74
ITEM_0000248,ORD_000166,PROD_HOM_165,Home,1,96.13
ITEM_0000249,ORD_000167,PROD_ELE_372,Electronics,1,42.6
ITEM_0000250,ORD_000168,PROD_BOO_910,Books,1,21.27
ITEM_0000251,ORD_000169,PROD_HOM_925,Home,1,79.4
ITEM_0000252,ORD_000170,PROD_HOM_117,Home,1,133.55
ITEM_0000253,ORD_000171,PROD_APP_990,Apparel,1,52.17
ITEM_0000254,ORD_000172,PROD_ELE_408,Electronics,1,398.67
ITEM_0000255,ORD_000173,PROD_ELE_593,Electronics,1,126.72
ITEM_0000256,ORD_000173,PROD_APP_274,Apparel,1,57.88
ITEM_0000257,ORD_000173,PROD_ELE_208,Electronics,1,297.68
ITEM_0000258,ORD_000174,PROD_APP_836,Apparel,1,45.96
ITEM_0000259,ORD_000174,PROD_ELE_781,Electronics,1,232.44
ITEM_0000260,ORD_000175,PROD_APP_365,Apparel,1,20.7
ITEM_0000261,ORD_000175,PROD_ELE_448,Electronics,1,377.4
ITEM_0000262,ORD_000176,PROD_HOM_489,Home,1,20.22
ITEM_0000263,ORD_000177,PROD_BOO_390,Books,1,22.64
ITEM_0000264,ORD_000178,PROD_HOM_614,Home,3,36.05
ITEM_0000265,ORD_000179,PROD_APP_606,Apparel,1,77.82
ITEM_0000266,ORD_000180,PROD_APP_817,Apparel,1,75.01
ITEM_0000267,ORD_000180,PROD_APP_977,Apparel,1,40.47
ITEM_0000268,ORD_000181,PROD_ELE_661,Electronics,1,192.08
ITEM_0000269,ORD_000181,PROD_BEA_456,Beauty,1,29.55
ITEM_0000270,ORD_000182,PROD_BEA_398,Beauty,2,20.49
ITEM_0000271,ORD_000183,PROD_BEA_350,Beauty,1,22.04
ITEM_0000272,ORD_000183,PROD_BEA_409,Beauty,1,57.73
ITEM_0000273,ORD_000183,PROD_BEA_894,Beauty,1,49.77
ITEM_0000274,ORD_000183,PROD_ELE_896,Electronics,1,334.55
ITEM_0000275,ORD_000184,PROD_ELE_222,Electronics,1,83.94
ITEM_0000276,ORD_000185,PROD_BOO_686,Books,3,18.55
ITEM_0000277,ORD_000186,PROD_BEA_760,Beauty,1,24.92
ITEM_0000278,ORD_000187,PROD_BOO_289,Books,1,23.42
ITEM_0000279,ORD_000187,PROD_BEA_669,Beauty,1,49.17
ITEM_0000280,ORD_000187,PROD_BOO_600,Books,1,26.42
ITEM_0000281,ORD_000188,PROD_APP_774,Apparel,2,26.74
ITEM_0000282,ORD_000188,PROD_BOO_811,Books,1,20.2
ITEM_0000283,ORD_000189,PROD_HOM_147,Home,2,87.53
ITEM_0000284,ORD_000190,PROD_BOO_321,Books,1,14.1
ITEM_0000285,ORD_000191,PROD_HOM_490,Home,1,41.23
ITEM_0000286,ORD_000192,PROD_APP_648,Apparel,1,55.92
ITEM_0000287,ORD_000192,PROD_HOM_748,Home,1,45.04
ITEM_0000288,ORD_000193,PROD_APP_529,Apparel,1,35.56
ITEM_0000289,ORD_000194,PROD_APP_179,Apparel,1,49.55
ITEM_0000290,ORD_000194,PROD_BOO_516,Books,1,22.08
ITEM_0000291,ORD_000194,PROD_HOM_441,Home,1,39.02
ITEM_0000292,ORD_000194,PROD_APP_380,Apparel,1,39.52
ITEM_0000293,ORD_000195,PROD_BEA_285,Beauty,1,47.06
ITEM_0000294,ORD_000196,PROD_BEA_588,Beauty,1,22.95
ITEM_0000295,ORD_000196,PROD_BOO_830,Books,1,10.78
ITEM_0000296,ORD_000196,PROD_BEA_681,Beauty,1,12.64
ITEM_0000297,ORD_000197,PROD_HOM_750,Home,2,143.17
ITEM_0000298,ORD_000197,PROD_BEA_889,Beauty,1,14.51
ITEM_0000299,ORD_000198,PROD_BEA_114,Beauty,1,55.54
ITEM_0000300,ORD_000198,PROD_ELE_831,Electronics,1,232.36
ITEM_0000301,ORD_000199,PROD_BOO_800,Books,1,21.36
ITEM_0000302,ORD_000199,PROD_APP_790,Apparel,2,64.64
ITEM_0000303,ORD_000199,PROD_APP_279,Apparel,1,69.56
ITEM_0000304,ORD_000200,PROD_HOM_758,Home,1,136.14
ITEM_0000305,ORD_000201,PROD_ELE_464,Electronics,1,205.73
ITEM_0000306,ORD_000201,PROD_HOM_462,Home,1,65.46
ITEM_0000307,ORD_000202,PROD_BEA_302,Beauty,1,35.72
ITEM_0000308,ORD_000203,PROD_BEA_105,Beauty,1,53.53
ITEM_0000309,ORD_000204,PROD_BOO_843,Books,2,26.55
ITEM_0000310,ORD_000204,PROD_BEA_234,Beauty,1,15.39
ITEM_0000311,ORD_000204,PROD_ELE_229,Electronics,1,220.0
ITEM_0000312,ORD_000205,PROD_HOM_539,Home,3,115.87
ITEM_0000313,ORD_000205,PROD_BEA_591,Beauty,1,34.3
ITEM_0000314,ORD_000206,PROD_BOO_291,Books,1,24.87
ITEM_0000315,ORD_000207,PROD_ELE_489,Electronics,1,150.32
ITEM_0000316,ORD_000208,PROD_BEA_162,Beauty,1,42.19
ITEM_0000317,ORD_000209,PROD_HOM_828,Home,1,61.58
ITEM_0000318,ORD_000210,PROD_APP_392,Apparel,1,74.05
ITEM_0000319,ORD_000210,PROD_ELE_541,Electronics,1,381.4
ITEM_0000320,ORD_000211,PROD_ELE_799,Electronics,1,350.31
ITEM_0000321,ORD_000212,PROD_BOO_641,Books,1,13.24
ITEM_0000322,ORD_000213,PROD_APP_646,Apparel,1,17.85
ITEM_0000323,ORD_000213,PROD_APP_528,Apparel,1,31.41
ITEM_0000324,ORD_000213,PROD_BOO_455,Books,2,17.87
ITEM_0000325,ORD_000213,PROD_ELE_546,Electronics,1,190.84
ITEM_0000326,ORD_000214,PROD_BOO_380,Books,1,10.84
ITEM_0000327,ORD_000215,PROD_BEA_606,Beauty,1,53.51
ITEM_0000328,ORD_000215,PROD_ELE_269,Electronics,1,223.34
ITEM_0000329,ORD_000216,PROD_ELE_646,Electronics,1,54.07
ITEM_0000330,ORD_000217,PROD_ELE_757,Electronics,3,396.23
ITEM_0000331,ORD_000218,PROD_HOM_432,Home,1,111.71
ITEM_0000332,ORD_000218,PROD_BOO_370,Books,1,16.98
ITEM_0000333,ORD_000219,PROD_ELE_943,Electronics,1,302.97
ITEM_0000334,ORD_000220,PROD_BEA_477,Beauty,1,33.95
ITEM_0000335,ORD_000221,PROD_APP_293,Apparel,1,76.32
ITEM_0000336,ORD_000221,PROD_APP_763,Apparel,1,35.16
ITEM_0000337,ORD_000222,PROD_APP_171,Apparel,1,42.72
ITEM_0000338,ORD_000222,PROD_BEA_760,Beauty,3,15.01
ITEM_0000339,ORD_000223,PROD_ELE_655,Electronics,1,161.82
ITEM_0000340,ORD_000224,PROD_BOO_554,Books,1,14.76
ITEM_0000341,ORD_000225,PROD_HOM_742,Home,1,22.76
ITEM_0000342,ORD_000226,PROD_APP_204,Apparel,2,33.32
ITEM_0000343,ORD_000226,PROD_ELE_730,Electronics,1,169.78
ITEM_0000344,ORD_000226,PROD_ELE_144,Electronics,1,104.1
ITEM_0000345,ORD_000226,PROD_BOO_442,Books,1,22.95
ITEM_0000346,ORD_000227,PROD_HOM_996,Home,1,139.11
ITEM_0000347,ORD_000227,PROD_HOM_371,Home,1,112.47
ITEM_0000348,ORD_000228,PROD_APP_427,Apparel,1,44.04
ITEM_0000349,ORD_000229,PROD_APP_492,Apparel,1,47.31
ITEM_0000350,ORD_000230,PROD_BEA_185,Beauty,1,31.09
ITEM_0000351,ORD_000230,PROD_BOO_895,Books,1,24.46
ITEM_0000352,ORD_000231,PROD_APP_157,Apparel,1,22.62
ITEM_0000353,ORD_000232,PROD_BEA_480,Beauty,1,15.3
ITEM_0000354,ORD_000233,PROD_APP_130,Apparel,1,24.18
ITEM_0000355,ORD_000234,PROD_APP_581,Apparel,1,63.63
ITEM_0000356,ORD_000235,PROD_HOM_554,Home,1,110.38
ITEM_0000357,ORD_000236,PROD_APP_615,Apparel,1,40.77
ITEM_0000358,ORD_000237,PROD_BOO_613,Books,1,13.0
ITEM_0000359,ORD_000237,PROD_APP_378,Apparel,3,48.9
ITEM_0000360,ORD_000238,PROD_ELE_471,Electronics,1,344.78
ITEM_0000361,ORD_000239,PROD_BOO_111,Books,1,14.8
ITEM_0000362,ORD_000240,PROD_HOM_187,Home,3,93.42
ITEM_0000363,ORD_000241,PROD_HOM_195,Home,2,21.1
ITEM_0000364,ORD_000242,PROD_APP_422,Apparel,1,62.17
ITEM_0000365,ORD_000243,PROD_APP_320,Apparel,1,57.52
ITEM_0000366,ORD_000244,PROD_BOO_767,Books,1,24.91
ITEM_0000367,ORD_000245,PROD_BOO_976,Books,2,8.88
ITEM_0000368,ORD_000246,PROD_BOO_721,Books,1,11.35
ITEM_0000369,ORD_000247,PROD_ELE_172,Electronics,1,317.9
ITEM_0000370,ORD_000248,PROD_HOM_482,Home,1,73.72
ITEM_0000371,ORD_000248,PROD_BEA_369,Beauty,2,59.56
ITEM_0000372,ORD_000249,PROD_BEA_211,Beauty,1,46.59
ITEM_0000373,ORD_000250,PROD_APP_511,Apparel,1,35.62
ITEM_0000374,ORD_000250,PROD_BOO_597,Books,1,24.31
ITEM_0000375,ORD_000251,PROD_ELE_380,Electronics,1,147.4
ITEM_0000376,ORD_000252,PROD_HOM_288,Home,1,32.02
ITEM_0000377,ORD_000253,PROD_APP_303,Apparel,1,42.24
ITEM_0000378,ORD_000253,PROD_BEA_648,Beauty,1,18.03
ITEM_0000379,ORD_000254,PROD_BEA_942,Beauty,1,49.15
ITEM_0000380,ORD_000254,PROD_BOO_303,Books,1,22.7
ITEM_0000381,ORD_000255,PROD_HOM_114,Home,1,79.63
ITEM_0000382,ORD_000255,PROD_APP_611,Apparel,2,22.38
ITEM_0000383,ORD_000255,PROD_BEA_369,Beauty,1,10.18
ITEM_0000384,ORD_000255,PROD_BEA_952,Beauty,2,41.71
ITEM_0000385,ORD_000256,PROD_BOO_938,Books,2,23.38
ITEM_0000386,ORD_000256,PROD_BEA_523,Beauty,1,27.61
ITEM_0000387,ORD_000256,PROD_BOO_536,Books,1,24.83
