order_id,customer_id,order_date,status,total_amount,currency,discount_amount
ORD_000051,CUST_00022,2025-07-05 00:00:00,completed,177.65,USD,0.0
ORD_000052,CUST_00022,2025-08-06 00:00:00,completed,459.76,USD,0.0
ORD_000053,CUST_00023,2025-02-12 00:00:00,completed,118.69,USD,0.0
ORD_000054,CUST_00023,2025-07-08 00:00:00,completed,69.05,USD,0.0
ORD_000055,CUST_00024,2025-05-20 00:00:00,completed,70.52,USD,0.0
ORD_000056,CUST_00024,2025-07-09 00:00:00,completed,221.34,USD,0.0
ORD_000057,CUST_00025,2024-06-12 00:00:00,completed,47.59,USD,0.0
ORD_000058,CUST_00025,2024-07-08 00:00:00,completed,58.76,USD,0.0
ORD_000059,CUST_00025,2024-09-06 00:00:00,completed,42.32,USD,0.0
ORD_000060,CUST_00025,2024-12-08 00:00:00,completed,16.68,USD,0.0
ORD_000061,CUST_00025,2025-02-11 00:00:00,cancelled,19.08,USD,0.0
ORD_000062,CUST_00026,2025-01-25 00:00:00,completed,211.4,USD,0.0
ORD_000063,CUST_00027,2025-07-20 00:00:00,completed,23.29,USD,4.95
ORD_000064,CUST_00027,2025-10-09 00:00:00,completed,125.84,USD,0.0
ORD_000065,CUST_00027,2025-12-15 00:00:00,completed,285.27,USD,0.0
ORD_000066,CUST_00028,2025-07-03 00:00:00,returned,9.07,USD,0.0
ORD_000067,CUST_00028,2025-08-10 00:00:00,completed,130.96,USD,28.33
ORD_000068,CUST_00028,2025-10-01 00:00:00,completed,300.68,USD,0.0
ORD_000069,CUST_00028,2025-10-23 00:00:00,completed,96.56,USD,0.0
ORD_000070,CUST_00029,2024-10-27 00:00:00,completed,17.62,USD,0.0
ORD_000071,CUST_00030,2024-09-26 00:00:00,completed,49.07,USD,4.11
ORD_000072,CUST_00030,2024-11-19 00:00:00,completed,79.15,USD,0.0
ORD_000073,CUST_00031,2024-04-18 00:00:00,completed,21.61,USD,0.0
ORD_000074,CUST_00031,2024-09-10 00:00:00,completed,61.97,USD,0.0
ORD_000075,CUST_00031,2024-10-24 00:00:00,completed,69.74,USD,0.0
ORD_000076,CUST_00031,2025-02-14 00:00:00,completed,10.28,USD,0.81
ORD_000077,CUST_00031,2025-03-09 00:00:00,completed,461.52,USD,0.0
ORD_000078,CUST_00032,2025-09-15 00:00:00,completed,41.13,USD,0.0
ORD_000079,CUST_00033,2025-06-27 00:00:00,returned,174.48,USD,15.4
ORD_000080,CUST_00033,2025-09-21 00:00:00,completed,452.13,USD,0.0
ORD_000081,CUST_00034,2024-04-24 00:00:00,completed,77.08,USD,0.0
ORD_000082,CUST_00034,2024-05-15 00:00:00,completed,259.48,USD,0.0
ORD_000083,CUST_00034,2024-10-27 00:00:00,completed,9.49,USD,1.11
ORD_000084,CUST_00034,2024-11-12 00:00:00,completed,37.15,USD,9.02
ORD_000085,CUST_00034,2025-01-16 00:00:00,completed,15.64,USD,2.92
ORD_000086,CUST_00034,2025-02-15 00:00:00,completed,91.3,USD,0.0
ORD_000087,CUST_00035,2024-11-10 00:00:00,completed,83.54,USD,0.0
ORD_000088,CUST_00035,2025-04-03 00:00:00,completed,103.19,USD,0.0
ORD_000089,CUST_00035,2025-08-07 00:00:00,completed,15.6,USD,0.0
ORD_000090,CUST_00036,2024-03-21 00:00:00,completed,91.81,USD,0.0
ORD_000091,CUST_00036,2024-07-26 00:00:00,cancelled,265.72,USD,0.0
ORD_000092,CUST_00037,2025-06-29 00:00:00,completed,112.93,USD,0.0
ORD_000093,CUST_00037,2025-08-08 00:00:00,completed,52.85,USD,0.0
ORD_000094,CUST_00037,2025-11-26 00:00:00,completed,14.61,USD,0.0
ORD_000095,CUST_00038,2025-07-16 00:00:00,completed,377.1,USD,0.0
ORD_000096,CUST_00038,2025-08-11 00:00:00,completed,152.0,USD,30.6
ORD_000097,CUST_00039,2024-08-04 00:00:00,completed,19.1,USD,0.0
ORD_000098,CUST_00039,2025-01-06 00:00:00,completed,106.39,USD,0.0
ORD_000099,CUST_00039,2025-02-07 00:00:00,completed,55.16,USD,0.0
ORD_000100,CUST_00040,2024-11-15 00:00:00,completed,59.34,USD,13.96
ORD_000101,CUST_00041,2025-06-13 00:00:00,completed,10.0,USD,0.0
ORD_000102,CUST_00041,2025-08-08 00:00:00,completed,25.02,USD,0.0
ORD_000103,CUST_00042,2024-01-22 00:00:00,completed,47.79,USD,0.0
ORD_000104,CUST_00042,2024-03-22 00:00:00,completed,8.64,USD,0.0
ORD_000105,CUST_00043,2024-03-13 00:00:00,cancelled,426.42,USD,0.0
ORD_000106,CUST_00043,2024-05-19 00:00:00,completed,130.32,USD,0.0
ORD_000107,CUST_00043,2024-08-17 00:00:00,cancelled,44.66,USD,8.18
ORD_000108,CUST_00043,2024-10-17 00:00:00,completed,304.5,USD,0.0
ORD_000109,CUST_00043,2024-12-18 00:00:00,completed,144.67,USD,0.0
ORD_000110,CUST_00043,2025-03-15 00:00:00,returned,364.52,USD,0.0
ORD_000111,CUST_00044,2024-02-02 00:00:00,completed,377.05,USD,0.0
ORD_000112,CUST_00044,2024-07-11 00:00:00,completed,114.15,USD,18.89
ORD_000113,CUST_00044,2024-12-30 00:00:00,completed,45.67,USD,9.56
ORD_000114,CUST_00045,2025-05-12 00:00:00,completed,32.83,USD,0.0
ORD_000115,CUST_00046,2025-08-07 00:00:00,completed,122.52,USD,12.37
ORD_000116,CUST_00046,2025-09-13 00:00:00,completed,69.45,USD,0.0
ORD_000117,CUST_00047,2025-02-20 00:00:00,completed,146.41,USD,16.28
ORD_000118,CUST_00047,2025-03-19 00:00:00,completed,385.38,USD,28.62
ORD_000119,CUST_00047,2025-06-17 00:00:00,returned,28.55,USD,0.0
ORD_000120,CUST_00047,2025-09-28 00:00:00,completed,38.79,USD,0.0
ORD_000121,CUST_00048,2025-03-09 00:00:00,completed,13.64,USD,0.0
ORD_000122,CUST_00049,2024-04-10 00:00:00,completed,330.15,USD,0.0
ORD_000123,CUST_00049,2024-09-06 00:00:00,completed,132.08,USD,0.0
ORD_000124,CUST_00050,2024-04-21 00:00:00,completed,122.9,USD,0.0
ORD_000125,CUST_00051,2025-03-08 00:00:00,completed,157.77,USD,33.96
ORD_000126,CUST_00052,2024-03-18 00:00:00,completed,239.55,USD,0.0
ORD_000127,CUST_00053,2024-02-21 00:00:00,completed,52.05,USD,3.86
ORD_000128,CUST_00053,2024-04-15 00:00:00,completed,49.23,USD,0.0
ORD_000129,CUST_00053,2024-06-16 00:00:00,completed,95.12,USD,0.0
ORD_000130,CUST_00053,2024-07-22 00:00:00,completed,113.03,USD,0.0
ORD_000131,CUST_00054,2024-04-05 00:00:00,completed,166.57,USD,0.0
ORD_000132,CUST_00054,2024-05-07 00:00:00,completed,41.69,USD,0.0
ORD_000133,CUST_00054,2024-08-29 00:00:00,completed,224.6,USD,0.0
ORD_000134,CUST_00055,2025-05-12 00:00:00,completed,14.59,USD,0.0
ORD_000135,CUST_00055,2025-10-05 00:00:00,completed,42.77,USD,0.0
ORD_000136,CUST_00056,2024-06-17 00:00:00,completed,53.28,USD,7.09
ORD_000137,CUST_00057,2025-04-10 00:00:00,completed,382.95,USD,0.0
ORD_000138,CUST_00057,2025-10-08 00:00:00,completed,99.24,USD,0.0
ORD_000139,CUST_00058,2025-07-23 00:00:00,completed,141.68,USD,0.0
ORD_000140,CUST_00058,2025-08-26 00:00:00,completed,646.44,USD,56.86
ORD_000141,CUST_00058,2025-10-16 00:00:00,completed,75.94,USD,4.09
ORD_000142,CUST_00058,2025-11-27 00:00:00,completed,36.29,USD,0.0
ORD_000143,CUST_00058,2025-12-29 00:00:00,completed,14.33,USD,0.0
ORD_000144,CUST_00059,2024-08-10 00:00:00,completed,193.72,USD,0.0
ORD_000145,CUST_00059,2025-03-05 00:00:00,completed,477.72,USD,0.0
ORD_000146,CUST_00059,2025-04-16 00:00:00,completed,52.86,USD,0.0
ORD_000147,CUST_00060,2024-11-17 00:00:00,completed,73.03,USD,5.38
ORD_000148,CUST_00060,2025-01-20 00:00:00,completed,167.42,USD,31.22
ORD_000149,CUST_00060,2025-06-08 00:00:00,returned,41.74,USD,0.0
ORD_000150,CUST_00061,2025-06-27 00:00:00,cancelled,29.34,USD,0.0
ORD_000151,CUST_00061,2025-11-14 00:00:00,completed,261.31,USD,23.05
ORD_000152,CUST_00061,2025-12-26 00:00:00,completed,217.23,USD,0.0
ORD_000153,CUST_00062,2024-07-09 00:00:00,completed,89.73,USD,7.41
ORD_000154,CUST_00062,2024-10-03 00:00:00,completed,53.88,USD,8.64
ORD_000155,CUST_00063,2025-02-17 00:00:00,completed,13.0,USD,2.23
ORD_000156,CUST_00063,2025-11-15 00:00:00,completed,39.93,USD,7.6
ORD_000157,CUST_00064,2025-08-31 00:00:00,returned,26.29,USD,0.0
ORD_000158,CUST_00064,2025-11-26 00:00:00,returned,152.13,USD,0.0
ORD_000159,CUST_00065,2025-08-01 00:00:00,completed,72.5,USD,16.56
ORD_000160,CUST_00066,2024-11-17 00:00:00,returned,18.81,USD,0.0
ORD_000161,CUST_00067,2024-11-03 00:00:00,completed,206.53,USD,0.0
ORD_000162,CUST_00068,2024-01-10 00:00:00,completed,681.69,USD,87.74
ORD_000163,CUST_00068,2024-04-19 00:00:00,completed,41.78,USD,0.0
ORD_000164,CUST_00069,2024-03-16 00:00:00,completed,228.99,USD,0.0
ORD_000165,CUST_00069,2025-03-06 00:00:00,completed,36.95,USD,8.79
ORD_000166,CUST_00070,2024-12-23 00:00:00,completed,96.13,USD,0.0
ORD_000167,CUST_00070,2025-03-14 00:00:00,completed,42.6,USD,0.0
ORD_000168,CUST_00070,2025-11-28 00:00:00,cancelled,21.27,USD,0.0
ORD_000169,CUST_00071,2024-06-10 00:00:00,completed,79.4,USD,0.0
ORD_000170,CUST_00072,2025-06-25 00:00:00,completed,133.55,USD,0.0
ORD_000171,CUST_00073,2024-04-16 00:00:00,completed,52.17,USD,0.0
ORD_000172,CUST_00073,2024-07-20 00:00:00,completed,398.67,USD,0.0
ORD_000173,CUST_00073,2024-10-16 00:00:00,completed,390.96,USD,91.32
ORD_000174,CUST_00073,2025-04-13 00:00:00,returned,278.4,USD,0.0
ORD_000175,CUST_00074,2024-04-19 00:00:00,completed,398.1,USD,0.0
ORD_000176,CUST_00074,2024-06-15 00:00:00,completed,17.58,USD,2.64
ORD_000177,CUST_00075,2024-08-03 00:00:00,completed,22.64,USD,0.0
ORD_000178,CUST_00075,2024-11-02 00:00:00,completed,108.15,USD,0.0
ORD_000179,CUST_00075,2025-02-08 00:00:00,completed,64.47,USD,13.35
ORD_000180,CUST_00075,2025-03-21 00:00:00,completed,115.48,USD,0.0
ORD_000181,CUST_00075,2025-06-28 00:00:00,completed,221.63,USD,0.0
ORD_000182,CUST_00076,2024-09-27 00:00:00,completed,40.98,USD,0.0
ORD_000183,CUST_00077,2024-02-22 00:00:00,completed,464.09,USD,0.0
ORD_000184,CUST_00077,2024-04-02 00:00:00,completed,83.94,USD,0.0
ORD_000185,CUST_00077,2024-04-30 00:00:00,returned,55.65,USD,0.0
ORD_000186,CUST_00077,2024-05-16 00:00:00,completed,22.46,USD,2.46
ORD_000187,CUST_00077,2024-10-20 00:00:00,completed,99.01,USD,0.0
ORD_000188,CUST_00077,2025-01-23 00:00:00,completed,73.68,USD,0.0
ORD_000189,CUST_00078,2024-01-04 00:00:00,returned,175.06,USD,0.0
ORD_000190,CUST_00079,2024-06-14 00:00:00,completed,14.1,USD,0.0
ORD_000191,CUST_00079,2024-08-18 00:00:00,completed,41.23,USD,0.0
ORD_000192,CUST_00079,2025-02-02 00:00:00,returned,100.96,USD,0.0
ORD_000193,CUST_00079,2025-04-01 00:00:00,completed,35.56,USD,0.0
ORD_000194,CUST_00079,2025-05-09 00:00:00,completed,150.17,USD,0.0
ORD_000195,CUST_00080,2024-01-10 00:00:00,returned,47.06,USD,0.0
ORD_000196,CUST_00080,2024-03-03 00:00:00,completed,46.37,USD,0.0
ORD_000197,CUST_00081,2024-06-01 00:00:00,returned,252.87,USD,47.98
ORD_000198,CUST_00082,2024-05-31 00:00:00,returned,287.9,USD,0.0
ORD_000199,CUST_00082,2024-07-29 00:00:00,completed,220.2,USD,0.0
ORD_000200,CUST_00083,2024-02-10 00:00:00,completed,136.14,USD,0.0
ORD_000201,CUST_00083,2024-07-06 00:00:00,returned,271.19,USD,0.0
ORD_000202,CUST_00083,2025-02-14 00:00:00,completed,33.27,USD,2.45
ORD_000203,CUST_00084,2024-04-15 00:00:00,completed,49.33,USD,4.2
ORD_000204,CUST_00085,2025-09-27 00:00:00,completed,288.49,USD,0.0
ORD_000205,CUST_00085,2025-10-29 00:00:00,completed,381.91,USD,0.0
ORD_000206,CUST_00085,2025-12-17 00:00:00,completed,24.87,USD,0.0
ORD_000207,CUST_00086,2024-06-15 00:00:00,completed,150.32,USD,0.0
ORD_000208,CUST_00086,2024-08-17 00:00:00,completed,42.19,USD,0.0
ORD_000209,CUST_00086,2024-09-06 00:00:00,completed,58.12,USD,3.46
ORD_000210,CUST_00086,2024-12-20 00:00:00,completed,455.45,USD,0.0
ORD_000211,CUST_00086,2025-02-03 00:00:00,completed,350.31,USD,0.0
ORD_000212,CUST_00086,2025-03-03 00:00:00,completed,11.42,USD,1.82
ORD_000213,CUST_00087,2024-01-26 00:00:00,completed,275.84,USD,0.0
ORD_000214,CUST_00087,2024-02-18 00:00:00,completed,9.38,USD,1.46
ORD_000215,CUST_00087,2024-04-04 00:00:00,completed,276.85,USD,0.0
ORD_000216,CUST_00088,2025-02-25 00:00:00,completed,44.2,USD,9.87
ORD_000217,CUST_00088,2025-05-16 00:00:00,returned,1108.54,USD,80.15
ORD_000218,CUST_00088,2025-06-21 00:00:00,completed,128.69,USD,0.0
ORD_000219,CUST_00088,2025-08-30 00:00:00,completed,276.19,USD,26.78
ORD_000220,CUST_00089,2024-09-30 00:00:00,completed,33.95,USD,0.0
ORD_000221,CUST_00089,2024-11-07 00:00:00,completed,111.48,USD,0.0
ORD_000222,CUST_00089,2024-12-01 00:00:00,completed,87.75,USD,0.0
ORD_000223,CUST_00090,2024-02-09 00:00:00,completed,161.82,USD,0.0
ORD_000224,CUST_00090,2024-06-28 00:00:00,completed,14.76,USD,0.0
ORD_000225,CUST_00090,2024-10-03 00:00:00,completed,19.76,USD,3.0
ORD_000226,CUST_00091,2025-04-16 00:00:00,completed,308.92,USD,54.55
ORD_000227,CUST_00091,2025-05-19 00:00:00,completed,238.92,USD,12.66
ORD_000228,CUST_00091,2025-08-17 00:00:00,returned,44.04,USD,0.0
ORD_000229,CUST_00092,2024-08-16 00:00:00,completed,47.31,USD,0.0
ORD_000230,CUST_00092,2024-10-18 00:00:00,completed,55.55,USD,0.0
ORD_000231,CUST_00093,2024-03-12 00:00:00,returned,22.62,USD,0.0
ORD_000232,CUST_00093,2024-04-01 00:00:00,completed,15.3,USD,0.0
ORD_000233,CUST_00093,2024-05-01 00:00:00,completed,22.93,USD,1.25
ORD_000234,CUST_00093,2024-08-02 00:00:00,completed,63.63,USD,0.0
ORD_000235,CUST_00093,2024-09-09 00:00:00,completed,102.28,USD,8.1
ORD_000236,CUST_00093,2025-01-10 00:00:00,returned,40.77,USD,0.0
ORD_000237,CUST_00093,2025-02-12 00:00:00,completed,159.7,USD,0.0
ORD_000238,CUST_00094,2025-02-13 00:00:00,completed,312.95,USD,31.83
ORD_000239,CUST_00094,2025-03-11 00:00:00,completed,14.8,USD,0.0
ORD_000240,CUST_00094,2025-05-16 00:00:00,completed,280.26,USD,0.0
ORD_000241,CUST_00094,2025-06-20 00:00:00,completed,42.2,USD,0.0
ORD_000242,CUST_00094,2025-08-16 00:00:00,completed,62.17,USD,0.0
ORD_000243,CUST_00095,2024-01-29 00:00:00,returned,57.52,USD,0.0
ORD_000244,CUST_00095,2024-04-01 00:00:00,cancelled,24.91,USD,0.0
ORD_000245,CUST_00095,2024-08-28 00:00:00,completed,17.76,USD,0.0
ORD_000246,CUST_00095,2024-11-19 00:00:00,completed,11.35,USD,0.0
ORD_000247,CUST_00096,2024-09-28 00:00:00,completed,279.44,USD,38.46
ORD_000248,CUST_00097,2024-11-17 00:00:00,completed,154.92,USD,37.92
ORD_000249,CUST_00098,2025-08-13 00:00:00,completed,46.59,USD,0.0
ORD_000250,CUST_00098,2025-09-09 00:00:00,returned,52.85,USD,7.08
ORD_000251,CUST_00099,2025-06-16 00:00:00,completed,147.4,USD,0.0
ORD_000252,CUST_00099,2025-07-21 00:00:00,completed,32.02,USD,0.0
ORD_000253,CUST_00099,2025-08-11 00:00:00,completed,60.27,USD,0.0
ORD_000254,CUST_00099,2025-10-23 00:00:00,completed,71.85,USD,0.0
ORD_000255,CUST_00099,2025-12-14 00:00:00,completed,217.99,USD,0.0
ORD_000256,CUST_00100,2024-07-20 00:00:00,completed,91.62,USD,7.58
ORD_000257,CUST_00100,2024-09-14 00:00:00,completed,16.39,USD,0.0
ORD_000258,CUST_00101,2024-12-04 00:00:00,completed,185.62,USD,24.88
ORD_000259,CUST_00102,2024-11-03 00:00:00,completed,123.37,USD,0.0
ORD_000260,CUST_00102,2025-09-30 00:00:00,completed,173.37,USD,0.0
ORD_000261,CUST_00103,2024-10-29 00:00:00,completed,221.53,USD,0.0
ORD_000262,CUST_00104,2025-01-23 00:00:00,completed,96.51,USD,0.0
ORD_000263,CUST_00104,2025-05-30 00:00:00,completed,282.41,USD,0.0
ORD_000264,CUST_00104,2025-06-22 00:00:00,completed,14.21,USD,0.0
ORD_000265,CUST_00104,2025-07-14 00:00:00,completed,33.09,USD,0.0
ORD_000266,CUST_00104,2025-08-11 00:00:00,completed,175.09,USD,0.0
ORD_000267,CUST_00104,2025-11-26 00:00:00,returned,35.3,USD,0.0
ORD_000268,CUST_00105,2024-11-04 00:00:00,completed,114.61,USD,0.0
ORD_000269,CUST_00106,2024-08-03 00:00:00,completed,198.02,USD,0.0
ORD_000270,CUST_00107,2025-04-21 00:00:00,completed,65.59,USD,11.44
ORD_000271,CUST_00108,2024-06-22 00:00:00,completed,429.16,USD,31.26
ORD_000272,CUST_00108,2024-07-22 00:00:00,completed,225.24,USD,30.5
ORD_000273,CUST_00108,2024-08-21 00:00:00,completed,593.47,USD,0.0
ORD_000274,CUST_00108,2024-11-27 00:00:00,completed,52.17,USD,6.19
ORD_000275,CUST_00108,2025-06-15 00:00:00,completed,77.85,USD,0.0
ORD_000276,CUST_00109,2025-09-26 00:00:00,completed,286.19,USD,45.67
ORD_000277,CUST_00110,2024-11-13 00:00:00,completed,122.93,USD,6.74
ORD_000278,CUST_00111,2024-09-07 00:00:00,completed,20.15,USD,0.0
ORD_000279,CUST_00111,2024-10-09 00:00:00,completed,33.27,USD,0.0
ORD_000280,CUST_00111,2024-10-30 00:00:00,completed,50.29,USD,0.0
ORD_000281,CUST_00111,2025-08-27 00:00:00,completed,12.67,USD,0.0
ORD_000282,CUST_00112,2025-04-11 00:00:00,completed,65.25,USD,14.74
ORD_000283,CUST_00113,2025-01-28 00:00:00,completed,100.92,USD,14.48
ORD_000284,CUST_00114,2024-01-06 00:00:00,completed,480.01,USD,68.87
ORD_000285,CUST_00114,2024-07-29 00:00:00,completed,198.13,USD,0.0
ORD_000286,CUST_00115,2025-03-11 00:00:00,completed,59.7,USD,0.0
ORD_000287,CUST_00116,2025-04-20 00:00:00,completed,337.51,USD,0.0
ORD_000288,CUST_00116,2025-05-28 00:00:00,cancelled,189.48,USD,29.25
ORD_000289,CUST_00117,2025-04-12 00:00:00,completed,378.69,USD,60.52
ORD_000290,CUST_00117,2025-05-17 00:00:00,completed,43.93,USD,0.0
ORD_000291,CUST_00117,2025-08-01 00:00:00,completed,174.22,USD,0.0
ORD_000292,CUST_00118,2025-07-26 00:00:00,completed,144.99,USD,0.0
ORD_000293,CUST_00119,2025-09-19 00:00:00,completed,111.62,USD,0.0
ORD_000294,CUST_00119,2025-11-21 00:00:00,completed,116.26,USD,0.0
ORD_000295,CUST_00119,2025-12-12 00:00:00,completed,63.13,USD,0.0
ORD_000296,CUST_00120,2025-07-15 00:00:00,completed,222.09,USD,0.0
ORD_000297,CUST_00121,2025-04-05 00:00:00,completed,53.1,USD,7.38
ORD_000298,CUST_00122,2025-06-17 00:00:00,completed,276.59,USD,0.0
ORD_000299,CUST_00123,2024-10-19 00:00:00,completed,121.91,USD,0.0
ORD_000300,CUST_00123,2025-04-12 00:00:00,completed,128.53,USD,0.0
ORD_000301,CUST_00124,2024-03-23 00:00:00,completed,201.63,USD,19.35
ORD_000302,CUST_00124,2024-10-09 00:00:00,completed,333.1,USD,0.0
ORD_000303,CUST_00125,2024-08-07 00:00:00,completed,151.35,USD,12.77
ORD_000304,CUST_00126,2025-03-01 00:00:00,completed,299.89,USD,21.77
ORD_000305,CUST_00127,2025-08-21 00:00:00,completed,95.01,USD,10.58
ORD_000306,CUST_00127,2025-09-29 00:00:00,completed,28.33,USD,0.0
ORD_000307,CUST_00127,2025-11-18 00:00:00,completed,731.12,USD,0.0
ORD_000308,CUST_00128,2025-08-12 00:00:00,completed,137.76,USD,8.53
ORD_000309,CUST_00128,2025-10-03 00:00:00,completed,225.36,USD,0.0
ORD_000310,CUST_00129,2025-02-03 00:00:00,returned,43.67,USD,0.0
ORD_000311,CUST_00129,2025-03-08 00:00:00,completed,40.86,USD,0.0
ORD_000312,CUST_00129,2025-04-27 00:00:00,completed,24.17,USD,0.0
ORD_000313,CUST_00129,2025-10-28 00:00:00,returned,58.05,USD,0.0
ORD_000314,CUST_00129,2025-11-20 00:00:00,returned,15.63,USD,0.0
ORD_000315,CUST_00130,2025-07-13 00:00:00,completed,24.02,USD,5.21
ORD_000316,CUST_00130,2025-09-05 00:00:00,completed,21.22,USD,0.0
ORD_000317,CUST_00131,2024-10-06 00:00:00,completed,230.16,USD,0.0
ORD_000318,CUST_00131,2025-02-04 00:00:00,completed,106.71,USD,0.0
ORD_000319,CUST_00132,2025-02-18 00:00:00,completed,333.57,USD,20.83
ORD_000320,CUST_00132,2025-03-17 00:00:00,returned,7.86,USD,1.55
ORD_000321,CUST_00132,2025-05-27 00:00:00,completed,71.63,USD,0.0
ORD_000322,CUST_00133,2025-09-29 00:00:00,completed,86.34,USD,7.57
ORD_000323,CUST_00134,2024-01-28 00:00:00,cancelled,88.12,USD,0.0
ORD_000324,CUST_00134,2024-05-30 00:00:00,completed,24.03,USD,0.0
ORD_000325,CUST_00135,2024-07-05 00:00:00,completed,42.75,USD,0.0
ORD_000326,CUST_00136,2024-11-30 00:00:00,completed,44.63,USD,6.71
ORD_000327,CUST_00137,2025-03-07 00:00:00,completed,122.65,USD,0.0
ORD_000328,CUST_00138,2025-07-06 00:00:00,completed,334.38,USD,0.0
ORD_000329,CUST_00138,2025-09-10 00:00:00,completed,70.09,USD,7.89
ORD_000330,CUST_00139,2024-03-11 00:00:00,completed,43.11,USD,3.52
ORD_000331,CUST_00139,2024-10-31 00:00:00,returned,12.26,USD,0.84
ORD_000332,CUST_00139,2024-12-02 00:00:00,completed,779.25,USD,0.0
ORD_000333,CUST_00140,2024-09-10 00:00:00,completed,22.57,USD,0.0
ORD_000334,CUST_00140,2024-10-06 00:00:00,completed,173.02,USD,31.3
ORD_000335,CUST_00141,2024-05-09 00:00:00,completed,40.7,USD,5.79
ORD_000336,CUST_00141,2024-07-01 00:00:00,completed,794.38,USD,66.01
ORD_000337,CUST_00141,2025-03-29 00:00:00,completed,41.89,USD,0.0
ORD_000338,CUST_00142,2025-04-21 00:00:00,completed,57.82,USD,0.0
ORD_000339,CUST_00142,2025-06-19 00:00:00,completed,139.22,USD,0.0
